ID,URL,Thumbnail URL,Game,Vibrant,DarkVibrant,LightVibrant,Muted,DarkMuted,LightMuted,Price,Brief Description,Creator,Creator Itch.IO Page,Status,Updated,Platforms,Publisher,Release date,Rating,Authors,Genre,Made with,Tags,Average session,Languages,Inputs,Accessibility,Links,Number of Ratings
1289429,https://psynodent.itch.io/gender-bender-show,https://img.itch.zone/aW1nLzc1OTgwODIuanBn/315x250%23c/C351Is.jpg,gender bender show,#8b304c,#662b3c,#dc9cb0,#99656f,#4c393b,#c4bcac,,created this project for gender bender program organised by sandbox collective,psynodent,https://psynodent.itch.io,Released,,HTML5,,,,,"Role Playing, Simulation",,"3D, LGBT, Point & Click",,,,,,
1174076,https://definitelymango.itch.io/whats-in-a-name,https://img.itch.zone/aW1nLzY5MTk2NDEucG5n/315x250%23c/kYC8iC.png,What's in a name?,#6c926c,#384c38,#b2c6b2,#858585,#405840,#a4bca4,,Puzzle hidden in a questionnaire. Free yourself. (For Rainbow Jam 2021),definitelymango,https://definitelymango.itch.io,In development,,HTML5,,,,"definitelymango, SoleilDusk",Puzzle,Unity,"Abstract, Black and White, LGBT, Metroidvania, Multiple Endings, Text based, Transgender",,,,,,
403554,https://gensuta.itch.io/saturday-fright-2,https://img.itch.zone/aW1nLzIxMjUxMjEucG5n/315x250%23c/1pCo1H.png,Saturday Fright 2: Morning Routine[DEMO],#7cacd4,#204563,#7cacdc,#5c83a5,#344c5e,#b4d4d4,,Talking feels like a battle - especially when it's at the gym!,gensuta,https://gensuta.itch.io,In development,,HTML5,,,,,"Visual Novel, Interactive Fiction, Role Playing",Unity,"2D, Lesbian, LGBT, LGBTQIA, Monsters, Romance",,,,,,
1316070,https://paper-games.itch.io/floras-quest,https://img.itch.zone/aW1nLzc2NTIzNjUucG5n/315x250%23c/WZQ4u5.png,Flora's Quest,#c14eae,#6a4e1a,#eec3a9,#9c7f4d,#5c5434,#d0b992,,Flora's Quest follows the character Flora as she looks for Adam Gupton's son.,Paper And Games,https://paper-games.itch.io,Released,,Windows,,,,,Role Playing,,"LGBT, RPG Maker",,,,,,
1085858,https://chrisc.itch.io/common-moonlight,https://img.itch.zone/aW1nLzYyNTM3MzYuanBn/315x250%23c/KgcBmH.jpg,Common Moonlight - GMTK 2021,#9a7964,#503f34,#cab9ae,#918071,#5c4c3f,#ccbbb0,,An interactive storytelling experiment,ChrisC,https://chrisc.itch.io,Released,,HTML5,,,,"ChrisC, neonhopscotch",Interactive Fiction,,"LGBT, Narrative, Slice Of Life, Text based",,,,,,
1053512,https://keiden81.itch.io/without-a-soul-fragment,https://img.itch.zone/aW1nLzYwNDQzNjcuanBn/315x250%23c/xHHRFA.jpg,Without a Soul Fragment Demo (Español),#dc3f39,#826624,#f05954,#7b98a0,#4f4530,#d7b1a4,,,Keiden81,https://keiden81.itch.io,In development,,"Windows, Linux",,,,,Visual Novel,,"2D, Anime, Atmospheric, Dark, Fantasy, Female Protagonist, LGBT, Mystery, Thriller",,,,,,
1255609,https://andytheprocyon.itch.io/daimonic,https://img.itch.zone/aW1nLzczMjE4MjIucG5n/315x250%23c/mYgHIV.png,daimonic,#ad2a3c,#6c1434,#e5949f,#7b1d2a,#81173e,#7b1d2a,,a brief adaptation of euripides' bakkhai,andy,https://andytheprocyon.itch.io,Released,,HTML5,,,,,Interactive Fiction,Twine,"Creepy, Dark, Gender, Horror, LGBT, Short, Text based, Twine",,,,,,
451838,https://rhizgames.itch.io/kissing-sim,https://img.itch.zone/aW1nLzIyOTAwODkuZ2lm/315x250%23cm/H9SElB.gif,<3=<3 A Tweet Sized Kissing Sim,#7f7f7f,#424242,#bcbcbc,#4c4c4c,#040404,#4c4c4c,,Get a little spicy on main with this tweet sized game.,RhizGames,https://rhizgames.itch.io,Released,,HTML5,,,,,Simulation,PICO-8,"Cute, Experimental, LGBT, PICO-8, Romance, Short",,,,,,
1340465,https://poongwin.itch.io/isaac-is-gay-simulator,https://img.itch.zone/aW1nLzc4MDE1NjYucG5n/315x250%23c/CQoe96.png,isaac is gay simulator,#b83044,#48050f,#fcacb5,#7c7c7c,#3c4444,#ddc0c4,,isaac is gay simulator,poongwin,https://poongwin.itch.io,Released,,HTML5,,,,,"Action, Visual Novel",,"2D, Cute, Gay, LGBT, LGBTQIA, Psychological Horror, Singleplayer, Story Rich, Unity",,,,,,
1126513,https://notosm.itch.io/for-you,https://img.itch.zone/aW1nLzY1MjA4MjQucG5n/315x250%23c/hq%2BmOk.png,For You,#9c1414,#740404,#ef8989,#871111,#930505,#871111,,Happy Birthday.,n.m,https://notosm.itch.io,Prototype,4 days ago,"Windows, Android",,,,,,,"LGBT, Twine",,,,,,
757668,https://large-recycling-man.itch.io/breckenridge-jazz-hands-cross-stitch,https://img.itch.zone/aW1nLzQyMzUwMzAucG5n/315x250%23c/bQCHtY.png,Breckenridge Jazz Hands Cross-Stitch Logo,#fbdc62,#816703,#fcdc54,#576f95,#384d72,#a7b4cc,,A cross-stitch pattern of the wiki's logo for Blaseball's Jazz Hands'.,Large Recycling Man,https://large-recycling-man.itch.io,Released,,,,,,,"Simulation, Sports",,"Colorful, LGBT, Pixel Art, satire",,,,,,
755750,https://large-recycling-man.itch.io/kansas-city-breath-mints-cross-stitch,https://img.itch.zone/aW1nLzQyMjMzNTkucG5n/315x250%23c/QcbeP%2B.png,Kansas City Breath Mints Cross-Stitch Logo,#e43c34,#8c2e23,#d9928a,#549c64,#233b2b,#acd0c4,,A cross-stitch pattern of the wiki's logo for Blaseball's Breath Mints.,Large Recycling Man,https://large-recycling-man.itch.io,Released,,,,,,,"Simulation, Sports",,"Colorful, LGBT, pattern, Pixel Art, satire",,,,,,
274715,https://bristolpridegamejam.itch.io/just-go-outside,https://img.itch.zone/aW1hZ2UvMjc0NzE1LzEzMzA0MTEuanBn/315x250%23c/S9xWkp.jpg,Just Go Outside!,#bf6150,#612c23,#ec8676,#75a35e,#703328,#d4b4ab,,"Team Orange's game, which has aspects of visual novel-esque and bullet hell game.",Bristol Pride Game Jam,https://bristolpridegamejam.itch.io,Released,,HTML5,,,,,Interactive Fiction,Unity,"bed, Bullet Hell, dog, Game Jam, LGBT",,,,,,
1386682,https://danielle-y.itch.io/blue,https://img.itch.zone/aW1nLzgwNzgzOTgucG5n/315x250%23c/F7c69L.png,Blue,#2a2cc7,#14145c,#9192e7,#4d4e84,#241c3c,#c2bcc0,,Narrative Driven Gamejam 6 submission,Danielle,https://danielle-y.itch.io,Released,25 days ago,HTML5,,,,,Platformer,Unity,"2D, LGBT, Narrative, Pixel Art, Short, Singleplayer, Unity",A few minutes,English,Keyboard,,,
757673,https://large-recycling-man.itch.io/hawaii-fridays-cross-stitch,https://img.itch.zone/aW1nLzQyMzUxNjUucG5n/315x250%23c/oT4CWB.png,Hawai'i Fridays Cross-Stitch Logo,#e96b77,#347ca1,#ebca81,#61b096,#3c4c36,#a8d2d2,,A cross-stitch pattern of the wiki's logo for Blaseball's Fridays'.,Large Recycling Man,https://large-recycling-man.itch.io,Released,,,,,,,"Simulation, Sports",,"Colorful, LGBT, Pixel Art, satire",,,,,,
419322,https://jtlloyd.itch.io/the-long-vacation-from-mars,https://img.itch.zone/aW1nLzIwODgxMDEucG5n/315x250%23c/Od9ElG.png,The Long Vacation from Mars,#fcfc04,#838301,#bcc950,#979701,#979701,#6c7424,,Time to go home for summer - but first you need to pack your bag,jtlloyd,https://jtlloyd.itch.io,Released,,HTML5,,,,,Interactive Fiction,Twine,"Female Protagonist, LGBT, mars, Sci-fi, Short, Twine",,,,,,
1386130,https://harpexo.itch.io/on-and-out,https://img.itch.zone/aW1nLzgwNzUxMDAucG5n/315x250%23c/H%2BVT8h.png,On and Out!,#f4b41c,#793b13,#f8d580,#9a7062,#313131,#ccb4b1,,,Harpexo,https://harpexo.itch.io,Released,,,,,,,"Interactive Fiction, Visual Novel",,"Cute, LGBT, Short, Story Rich, Twine",,,,,,
1181331,https://ffmaer.itch.io/liberty-triangle,https://img.itch.zone/aW1nLzY4ODI5ODUuZ2lm/315x250%23cm/YcscPn.gif,LibertyTriangle - RainbowJam21,#13fa04,#10770a,#84fc7c,#a46c7c,#545c34,#0b9602,,Love is love & We are good,TCZ [TengChaoZhou],https://ffmaer.itch.io,Released,,HTML5,,,,,Puzzle,,"2D, Colorful, Gay, LGBT, love, pride, rainbow, sociology",,,,,,
1074320,https://vulvarine.itch.io/flappy-fairy,https://img.itch.zone/aW1nLzYxNTk1NjcucG5n/315x250%23c/v8dDN7.png,Flappy Fairy,#ee719e,#928135,#86b2f9,#894558,#252c38,#ccacac,,endless side scrolling fairytale,Marie,https://vulvarine.itch.io,Released,,HTML5,,,,"Marie, Ksyusha",Survival,Unity,"2D, Colorful, Cute, Fantasy, LGBT, Pixel Art, Short, Side Scroller, Unity",,,,,,
1106458,https://nonomy.itch.io/shami-vn-legit,https://img.itch.zone/aW1nLzYzODU1MzMucG5n/315x250%23c/uYmjGq.png,Shami VN,#7f7f7f,#424242,#bcbcbc,#7c7c7c,#444444,#bcbcbc,,even you!,nonomy,https://nonomy.itch.io,Prototype,,HTML5,,,,,Visual Novel,,"Cute, demon, Funny, LGBT, Short, very-short",,,,,,
504640,https://leguin.itch.io/monday-morning-portland-oregon,https://img.itch.zone/aW1nLzI2MTQxNzEucG5n/315x250%23c/%2BrRwfY.png,"Monday Morning, Portland, Oregon",#719ce0,#334c6c,#84acf4,#5471a2,#2c3a54,#7c98bc,,Anxious? Displaced?? In Portland???,leguin,https://leguin.itch.io,Released,,HTML5,,,,,Interactive Fiction,Twine,"autobiodep, Lesbian, LGBT, place-based, Short, Text based, Twine",A few minutes,English,Mouse,High-contrast,,
393377,https://rartstudios.itch.io/infinity-potion,https://img.itch.zone/aW1nLzE5NDgzNDYucG5n/315x250%23c/RdQFsj.png,Infinity Potion,#04f8db,#096c80,#f7dfda,#6c6094,#562e5e,#c7aab3,,,rartstudios,https://rartstudios.itch.io,Prototype,,HTML5,,,,,"Action, Puzzle",,"2D, Cute, Dark, Female Protagonist, ghotic, indie, LGBT, Magic, witch",,,,,,
849286,https://weareone.itch.io/the-game-show-gambit,https://img.itch.zone/aW1nLzQ3NjE4NzAucG5n/315x250%23c/hP0QLh.png,The Game Show Gambit,#bccc34,#0c5476,#dce495,#467c76,#64643d,#707a1e,,Honey gets accepted to be on a game show and reconnects with someone from her past in the process.,WeAreOne,https://weareone.itch.io,Released,,HTML5,,,,,"Interactive Fiction, Visual Novel",Twine,"Animals, Game Jam, game-show, LGBT, LGBTQIA, Romance, Twine",,,,,,
1128133,https://mintjaan.itch.io/the-last-spring,https://img.itch.zone/aW1nLzY1MzI5MjQucG5n/315x250%23c/vL%2FBMx.png,The Last Spring,#777787,#3e3e46,#b8b8c0,#6c6c6e,#3c3c44,#474751,,Last Spring was the Spring of 2020,MintJaan,https://mintjaan.itch.io,Released,,HTML5,,,,,,Twine,"LGBT, Queer, Text based, Twine",,,,,,
759342,https://midnightlaundress.itch.io/hello-earth,,hello earth,,,,,,,,,midnightlaundress,https://midnightlaundress.itch.io,Released,,HTML5,,,,,Interactive Fiction,Twine,"jaysus-i-am-so-tired, kate-bush, lesbians, LGBT, magic-realism",,,,,,
756773,https://large-recycling-man.itch.io/canada-moist-talkers-cross-stitch,https://img.itch.zone/aW1nLzQyMzAwMTcucG5n/315x250%23c/OdFEbd.png,Canada Moist Talkers Cross-Stitch Logo,#e33e35,#0f3c6c,#e6a7a2,#678eb7,#644c6c,#d3a2a2,,A cross-stitch pattern of the wiki's logo for Blaseball's Moist Talkers'.,Large Recycling Man,https://large-recycling-man.itch.io,Released,,,,,,,Sports,,"Colorful, LGBT, pattern, Pixel Art, satire",,,,,,
526744,https://jacnofuture.itch.io/giannaki-rides,https://img.itch.zone/aW1nLzI3MzczOTAucG5n/315x250%23c/XvZAoH.png,Giannaki Rides,#52aca1,#2b5954,#a5d3ce,#6199a1,#56322e,#acd7d2,,"Giannaki rides, slalom between enemies to eat souvlakia!",Jacnofuture's Uncanny Games,https://jacnofuture.itch.io,Released,,HTML5,,,,,Racing,GameMaker: Studio,"2D, avoid, Casual, giannaki, LGBT, rides, slalom, souvlaki, souvlakia",,,,,,
869797,https://cat-procrasinates.itch.io/marietta,https://img.itch.zone/aW1nLzQ4OTMxOTcucG5n/315x250%23c/TrBjG2.png,marietta,#e4fc24,#748201,#81fab4,#b46c6c,#646464,#c2bebc,,"a short game made using bitsy for a 24 hour game jam, about how things change, but your feelings stay :)",Cat (procrastinates),https://cat-procrasinates.itch.io,Released,,HTML5,,,,,Role Playing,Bitsy,"Bitsy, cat-procrastinates, Cute, LGBT, Narrative, Pixel Art, Short, Singleplayer, Top-Down",A few minutes,English,Keyboard,,,
683527,https://matteovera.itch.io/ashinkul,https://img.itch.zone/aW1nLzM3NTkyODMucG5n/315x250%23c/1UoUvQ.png,"Ashin-Kul, Rite of Stone",#f3ab2c,#74282a,#ec7474,#b3795e,#5c343c,#ab9e8e,,Do you have what it takes to complete the trials?,Matteo Vera,https://matteovera.itch.io,In development,,HTML5,,,,,"Interactive Fiction, Puzzle",Unity,"2D, Cute, Fantasy, LGBT, Magic, Short, weird",,,,,,
1250708,https://anitav.itch.io/part-time-tarot,https://img.itch.zone/aW1nLzcyODg1NDYucG5n/315x250%23c/xXIpuh.png,part time tarot,#918f6d,#4b4a38,#c6c4b3,#7c844c,#747c4c,#aeac93,,lil experimental tarot game,anita v,https://anitav.itch.io,Prototype,,HTML5,,,,,Interactive Fiction,Twine,"LGBT, Queer, tarot, witchy",,,,,,
755858,https://large-recycling-man.itch.io/mexico-city-wild-wings-cross-stitch,https://img.itch.zone/aW1nLzQyMjM5MzIucG5n/315x250%23c/zMZxTn.png,Mexico City Wild Wings Cross-Stitch Logo,#dc4c31,#641428,#edb390,#7c946c,#453834,#c1b9b4,,A cross-stitch pattern of the wiki's logo for Blaseball's Wild Wings.,Large Recycling Man,https://large-recycling-man.itch.io,Released,,,,,,,Sports,,"Colorful, LGBT, pattern, Pixel Art, satire",,,,,,
1203895,https://lizsomewhatcool.itch.io/do-not-fall,https://img.itch.zone/aW1nLzcwMjQyODQucG5n/315x250%23c/e5Thyb.png,Do Not Fall,#3f3fbf,#04040c,#9b9bdd,#878280,#20203b,#c5c0bd,,listen to the little guy please,LizSomewhatCool,https://lizsomewhatcool.itch.io,Released,,HTML5,,,,,Platformer,PICO-8,"Game Boy, GBJam, LGBT",,,,,,
507671,https://dariaboudreau.itch.io/the-piper-demo,https://img.itch.zone/aW1nLzI2MzI0MzgucG5n/315x250%23c/s%2BKEMr.png,The Piper Demo,#4cb2b2,#245454,#a2d7d7,#6c8c84,#34645c,#b2c2c1,,,LiminaLost,https://dariaboudreau.itch.io,Released,,HTML5,,,,,Visual Novel,Unity,"2D, 90s, Horror, LGBT, Singleplayer",,,,,,
790760,https://luc1g07ch1.itch.io/dsa1,https://img.itch.zone/aW1nLzc2NDkwMjcucG5n/315x250%23c/MSb4Q%2F.png,Dotspaces: ACT 1,#7d0aea,#140c8f,#d972fc,#a76bb1,#29285a,#d3adb3,,A game about doves and toads.,Luci,https://luc1g07ch1.itch.io,In development,,HTML5,,,,,"Visual Novel, Role Playing","Paint Tool SAI, Paint.net","Comedy, Cute, Episodic, Female Protagonist, LGBT, LGBTQIA, minigames, Queer",A few minutes,"English, Portuguese (Brazil)","Keyboard, Mouse",,"https://isthisbootleg.wordpress.com/, https://chickenglove.bandcamp.com/track/guava, https://ko-fi.com/luc1g07ch1",
1075488,https://teonin.itch.io/taffic-rider,https://img.itch.zone/aW1nLzYxNjY2NzcucG5n/315x250%23c/1RwHMi.png,Taffic Rider,#04fcfc,#753635,#f8dd66,#847c8c,#34485c,#b3aeb6,,"Be careful, because you don't know where the car might come from      drag the car with your finger or mouse.",Teonin,https://teonin.itch.io,Released,,Android,,,,,Racing,,"2D, Arcade, LGBT",,,,,,
1258666,https://closet-demonz.itch.io/charlies-birthday-party,https://img.itch.zone/aW1nLzc3MjgxNjEucG5n/315x250%23c/HTqrL3.png,CHARLIE'S BIRTHDAY PARTY!,#fbeb05,#4c840c,#fc7c24,#547cac,#494a35,#c9d5b7,,YOU'VE BEEN INVITED TO CHARLIE'S BIRTHDAY PARTY!,CHARLIE,https://closet-demonz.itch.io,Released,,HTML5,,,,,Adventure,Bitsy,"2D, Bitsy, Halloween, LGBT, Pixel Art, Short",A few minutes,English,"Keyboard, Touchscreen",Subtitles,,
1185681,https://chromaticjelly.itch.io/incoming-call,https://img.itch.zone/aW1nLzY5MTI3MDIucG5n/315x250%23c/o263Xa.png,Incoming Call,#3c4c84,#0a125b,#fcf4ec,#6a7194,#3a405c,#c0b4aa,,"A spooky game about social distancing, gardening, and revenge.",liv bono,https://chromaticjelly.itch.io,Released,,HTML5,,,,,Interactive Fiction,,"Atmospheric, calico, Ghosts, Halloween, Horror, ink, LGBT, pandemic, Spooky, Story Rich",A few minutes,English,"Mouse, Touchscreen",,,
1011752,https://anonymousclub.itch.io/five-mile-pond,https://img.itch.zone/aW1nLzU3NjY2NTMucG5n/315x250%23c/zkF1KZ.png,Five Mile Pond,#7f7f7f,#424242,#bcbcbc,#848484,#414141,#b0b0b0,,a narrative-based adventure game exploring Salem in 1692 during the height of the witch trials.,anonymousclub,https://anonymousclub.itch.io,Released,,HTML5,,,,,Role Playing,Unity,"Exploration, LGBT, Narrative, Pixel Art",,,,,,
256100,https://ignatzhoch.itch.io/black-house-roof-ship,https://img.itch.zone/aW1hZ2UvMjU2MTAwLzEyMjcyNDMuanBn/315x250%23c/DkNyxM.jpg,Black House Roof Ship,#7f7f7f,#424242,#bcbcbc,#808080,#404040,#bcbcbc,,Guide Louise Brooks towards an ending.,Ignatz Höch & Hannah Mouse,https://ignatzhoch.itch.io,Released,,HTML5,,,,,Interactive Fiction,,"femme, Horror, LGBT, machines, rats",,,,,,
919875,https://cl0wn3ry.itch.io/emma-departed,https://img.itch.zone/aW1nLzU1MDc3MjIucG5n/315x250%23c/ciLFF8.png,Emma Departed,#eb1e64,#790a30,#fca4c4,#8c0c38,#8c0c38,#940438,,Auto-bio bitsy game about losing a friend and unrequited love,Odysseus,https://cl0wn3ry.itch.io,Released,,HTML5,,,,,Simulation,Bitsy,"Bitsy, Casual, LGBT, LGBTQIA, Mental Health, Pixel Art, Short",A few minutes,English,"Keyboard, Mouse, Touchscreen",,,
1422678,https://eveedaisyflores.itch.io/frog-vs-the-world,https://img.itch.zone/aW1nLzgyOTAwNDkucG5n/315x250%23c/6ClIMk.png,Frög vs The World,#4cac6c,#3c8652,#70ea9c,#54ac6c,#345c41,#c494bc,,Fight of the frogs classic enemies,Evee Daisy Flores,https://eveedaisyflores.itch.io,In development,,Android,,,,,"Survival, Shooter",,"Cute, Frogs, Global Game Jam, LGBT, LGBTQIA, mushroom, Retro, scorpion, space-invaders",,,,,,
594442,https://snowielove1.itch.io/ultimate-puffle-overload-4-demo,https://img.itch.zone/aW1nLzMxNDU2MzMucG5n/315x250%23c/GejRFg.png,Ultimate Puffle Overload 4 Demo,#3fd316,#493116,#fbe4cc,#82827b,#645444,#ccbbaa,,This Game Takes Place At The First Puffle Killing Game.,snowielove1,https://snowielove1.itch.io,Released,,,,,,,Visual Novel,,"clubpenguin, club-penguin, Female Protagonist, LGBT, puffle, Short, Singleplayer, upo",,,,,,
467981,https://rhizgames.itch.io/blackbloc,https://img.itch.zone/aW1nLzIzOTA3NDQuZ2lm/315x250%23cm/1PUhid.gif,Black Block Chain,#8b7f73,#48423b,#c3bcb6,#89817a,#5c544c,#534c45,,Tweet sized game about protecting protesters,RhizGames,https://rhizgames.itch.io,Released,,HTML5,,,,,Action,PICO-8,"antifa, Arcade, LGBT, LGBTQIA, PICO-8",,,,,,
1169773,https://vajcotv.itch.io/darkstrider,https://img.itch.zone/aW1nLzY4ODM4MzMucG5n/315x250%23c/WEVEQ2.png,Dark Strider,#9244b6,#38244e,#e78dfc,#5c94a0,#3d2c56,#b4d2d9,,,VajcoTV,https://vajcotv.itch.io,In development,,,,,,,Action,,"2D, Beat 'em up, Hack and Slash, LGBT, Magic",,,,,,
769324,https://emmashiro99.itch.io/lost-and-found,https://img.itch.zone/aW1nLzQzMDQzOTUucG5n/315x250%23c/kgdW1e.png,Lost and found,#7f7f7f,#424242,#bcbcbc,#4c9c9c,#346464,#b8b8b8,,You lost something important and you must get it back,Mashi,https://emmashiro99.itch.io,Released,,HTML5,,,,,Interactive Fiction,Bitsy,"Atmospheric, Bitsy, LGBT, Short",A few minutes,English,,,,
1272879,https://kylar-pink-narcissus.itch.io/blue-museum-heist,https://img.itch.zone/aW1nLzc0MTE0MDYucG5n/315x250%23c/Ks3dDc.png,Blue: Museum Heist,#0b0cf6,#0b0b8b,#a14cfc,#645f94,#543c2c,#e7d7ce,,,Kylar (Pink Narcissus),https://kylar-pink-narcissus.itch.io,Released,,HTML5,,,,,Interactive Fiction,,"heist, LGBT, Narrative, phantomthief, Short, thief",About a half-hour,English,"Mouse, Touchscreen, Smartphone","Color-blind friendly, Subtitles",,
1147632,https://adulaidyeet.itch.io/aboxcollecthingys,https://img.itch.zone/aW1nLzY3MDYyODUucG5n/315x250%23c/%2BU4IWW.png,aBoxCollecThingys,#ce6165,#7e1a1f,#e3f6fc,#848c6c,#473c41,#bcd4dc,,you're a box that collects diamonds. let's play?,adulaidyeet,https://adulaidyeet.itch.io,Released,,HTML5,,,,,Platformer,"Unity, Krita","2D, begginer, krita, LGBT, simple-art, Unity",A few minutes,English,"Keyboard, Mouse",High-contrast,,
1267449,https://anindiegamedeveloper.itch.io/toss-broken,https://img.itch.zone/aW1nLzczODE5OTQucG5n/315x250%23c/mTVvcY.png,Toss Broken,#e08d4d,#a65432,#fceb6c,#64ac64,#444444,#d0c3bf,,A kinda fun (not really) broken toss game.,AIndieGameDeveloper,https://anindiegamedeveloper.itch.io,Released,,HTML5,,,,,,Construct,"2D, anindiegamedeveloper, Comedy, Funny, Gay, Gore, LGBT, LGBTQIA, Singleplayer",,,,,,
372081,https://jajaben.itch.io/a-beautiful-sunday,https://img.itch.zone/aW1nLzE4NjU3MDQucG5n/315x250%23c/D%2Fe0IA.png,A Beautiful Sunday,#f8901d,#5a370c,#f4b637,#589050,#574938,#9cb4bc,,"It was a beautiful day, but you can't talk about it.",Jajaben,https://jajaben.itch.io,Released,,HTML5,,,,,Interactive Fiction,GameMaker: Studio,"2D, GameMaker, LGBT, relationship, Short",,,,,,
374324,https://hikkihuy.itch.io/olesha,https://img.itch.zone/aW1nLzE5MzczMzEucG5n/315x250%23c/Wrvek8.png,Olesha,#fb12c7,#7c0c6c,#f9484c,#9f5249,#443426,#940408,$1.00,Just game,HikkiHuy,https://hikkihuy.itch.io,Released,,Windows,,,,,"Rhythm, Adventure, Puzzle",,"2D, Arcade, LGBT, Singleplayer, Unity",,,,,,
922100,https://gabjir.itch.io/apreslafin,https://img.itch.zone/aW1nLzYzMDQxOTcuanBn/315x250%23c/CpqY1x.jpg,Après la fin...,#c8c836,#68681c,#fcfcf4,#7a8e7a,#787820,#c8dcba,,"Les morts parlent dans votre cimetierre, et ils ont des choses à dire !",gabjir,https://gabjir.itch.io,Released,,HTML5,,,,,Interactive Fiction,,"chill, Cute, First-Person, ink, LGBT, Narrative, Queer, Short, Singleplayer",,,,,,
503802,https://alexyss-robinson.itch.io/return-to-saturn,https://img.itch.zone/aW1nLzI2MDk0MzAucG5n/315x250%23c/ORxPI2.png,Return of Saturn,#fcec04,#14147c,#fdf57b,#55569b,#3c3864,#978d01,,short interactive fiction,Alexyss Robinson,https://alexyss-robinson.itch.io,Released,,HTML5,,,,,Interactive Fiction,,"LGBT, Twine",,,,,,
779099,https://evawilliam.itch.io/friend-2,https://img.itch.zone/aW1nLzQzNTg2NzYucG5n/315x250%23c/njKXEf.png,friends 2 - your own stormy mountain,#ccc41c,#591a51,#eeea8a,#80553e,#713f44,#868112,,surreal sad girl mountain trekking,evawilliam,https://evawilliam.itch.io,Released,,HTML5,,,,,Visual Novel,Bitsy,"2D, Atmospheric, Bitsy, Cute, LGBT, Pixel Art, Short, Singleplayer, vingette",,,,,,
1130287,https://twindrill.itch.io/january-17th-1981,https://img.itch.zone/aW1nLzY1NDcyNjMucG5n/315x250%23c/2gs7Gz.png,"january 17th, 1981",#7e807e,#414241,#bcbdbc,#848484,#3c3e3c,#a1a2a1,,a nostalgia simulator with a twist.,twindrill,https://twindrill.itch.io,Released,,HTML5,,,,,Interactive Fiction,Bitsy,"Bitsy, Dark, First-Person, LGBT, Short, supernatural, Walking simulator",,,,,,
1287638,https://centaurash.itch.io/apple-picnic,https://img.itch.zone/aW1nLzc0OTIxODAucG5n/315x250%23c/nuL%2B5H.png,Apple Picnic,#d4444c,#6c742c,#dca8a0,#599ca4,#30444c,#9ccc9c,,Gather apples and find your girlfriend.,CentaurAsh,https://centaurash.itch.io,Released,,HTML5,,,,,Visual Novel,Flickgame,"Cute, LGBT, Pixel Art",,,,,,
1327851,https://barcstravis.itch.io/farewells,https://img.itch.zone/aW1nLzc4NzM3OTYucG5n/315x250%23c/I6uivs.png,Farewells,#bc845c,#5c2c0c,#d8b8a1,#a46154,#502c2c,#a48c8c,,"A visual novel game about family, trust, and magic.",barclay travis,https://barcstravis.itch.io,In development,14 hours ago,"Windows, macOS",,,,,Visual Novel,,"Casual, Fantasy, LGBT, Magic, Singleplayer",About a half-hour,English,,,,
1226882,https://closet-demonz.itch.io/bittersweet-love,https://img.itch.zone/aW1nLzc0OTA2MDgucG5n/315x250%23c/8XlH15.png,B1TTERSW33T L0V3 (WIP),#e51923,#9a0a1b,#faf030,#a99262,#522a45,#c3798e,,a game where you wander around a weird world and discover many things,CHARLIE,https://closet-demonz.itch.io,In development,,HTML5,,,,,Adventure,Bitsy,"2D, Bitsy, bitsy-color, LGBT, LGBTQIA, Pixel Art, weird",About an hour,English,"Keyboard, Mouse, Touchscreen",Subtitles,,
1406712,https://dantheelementary.itch.io/the-sky-above,https://img.itch.zone/aW1nLzgxOTU3NDcucG5n/315x250%23c/uw5P%2FE.png,The Sky Above,#8cc484,#30592a,#94e0fc,#a0805f,#386731,#a0d49c,,,Daniel Pinhão,https://dantheelementary.itch.io,In development,,Windows,,,,,Visual Novel,"TyranoBuilder, Paint Tool SAI","LGBT, Meaningful Choices, Multiple Endings, Short",A few minutes,"Portuguese (Portugal), Portuguese (Brazil)","Keyboard, Mouse",,,
1329680,https://metzjeu.itch.io/rainbow-quest,https://img.itch.zone/aW1nLzc3MzI3MzkucG5n/315x250%23c/cav%2F95.png,Rainbow Quest,#fbe239,#d40d2a,#9c6cfc,#958303,#90081c,#b4d8a8,,Une formidable aventure dans un univers doux et coloré.,MetzJeu,https://metzjeu.itch.io,Released,,"Windows, macOS",,,,,Platformer,,"Colorful, LGBT, Unity",,,,,,
1394348,https://rays-helll.itch.io/anchored,https://img.itch.zone/aW1nLzgxMjU1NTgucG5n/315x250%23c/DJ2g10.png,Anchored,#7f7f7f,#424242,#bcbcbc,#7f7f7f,#3f3f3f,#c1c1c1,$5.00,,Ray Nadine,https://rays-helll.itch.io,Released,,,,,,,,,"Comics, Folklore, folk-tales, LGBT, Queer, selkies",,,,,,
1257442,https://msbasilisk.itch.io/spoopcore-4,https://img.itch.zone/aW1nLzczMjc1NTUucG5n/315x250%23c/PHxbGZ.png,Spoopcore 4,#fcac04,#048444,#acdcc4,#7c7c7c,#444444,#b2b2b2,,Reggie finds his way home.,MsBasilisk,https://msbasilisk.itch.io,Released,,HTML5,,,,,Platformer,,"Difficult, Halloween, Horror, LGBT, Short, Singleplayer, Story Rich",,,,,,
